date,nav,amfi_code,scheme_name
2019-11-17,36.9168,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-18,37.1266,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-19,37.4003,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-20,37.5524,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-21,37.3604,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-22,37.2019,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-23,37.2019,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-24,37.2019,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-25,37.7165,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-26,37.5389,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-27,37.7095,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-28,37.8833,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-29,37.6232,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-11-30,37.6232,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-01,37.6232,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-02,37.5274,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-03,37.2069,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-04,37.4698,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-05,37.2128,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-06,36.7408,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-07,36.7408,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-08,36.7408,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-09,36.7694,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-10,36.4552,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-11,36.5698,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-12,36.954,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-13,37.5064,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-14,37.5064,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-15,37.5064,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-16,37.3559,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-17,37.8179,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-18,37.7713,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-19,37.848,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-20,37.9728,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-21,37.9728,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-22,37.9728,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-23,37.8912,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-24,37.7657,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-25,37.7657,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-26,37.5389,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-27,38.0682,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-28,38.0682,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-29,38.0682,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-30,38.1381,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2019-12-31,37.9594,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-01,37.9668,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-02,38.4483,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-03,38.2715,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-04,38.2715,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-05,38.2715,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-06,37.4068,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-07,37.5129,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-08,37.3886,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-09,38.064,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-10,38.2168,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-11,38.2168,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-12,38.2168,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-13,38.427,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-14,38.5546,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-15,38.5216,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-16,38.5237,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-17,38.5397,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-18,38.5397,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-19,38.5397,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-20,38.2913,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-21,38.0925,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-22,37.9228,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-23,38.3177,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-24,38.5493,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-25,38.5493,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-26,38.5493,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-27,38.1205,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-28,37.9095,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-29,38.1615,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-30,37.8884,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-01-31,37.6321,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-01,37.6321,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-02,37.6321,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-03,36.3634,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-04,37.2406,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-05,37.8623,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-06,38.2093,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-07,38.2086,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-08,38.2086,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-09,38.2086,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-10,37.8178,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-11,38.1614,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-12,38.1116,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-13,38.0694,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-14,37.8171,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-15,37.8171,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-16,37.8171,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-17,37.4953,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-18,37.3789,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-19,37.7032,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-20,37.8452,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-21,37.8452,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-22,37.8452,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-23,37.8452,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-24,37.031,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-25,36.8522,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-26,36.4536,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-27,36.2362,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-28,34.9635,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-02-29,34.9635,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-01,34.9635,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-02,34.5233,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-03,35.0947,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-04,34.7438,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-05,34.7965,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-06,33.8975,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-07,33.8975,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-08,33.8975,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-09,32.3964,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-10,32.3964,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-11,32.0067,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-12,29.1242,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-13,30.5589,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-14,30.5589,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-15,30.5589,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-16,28.5456,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-17,27.9135,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-18,26.7113,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-19,25.8841,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-20,26.9588,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-21,26.9588,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-22,26.9588,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-23,23.4673,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-24,23.8439,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-25,24.8444,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-26,25.7611,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-27,25.6579,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-28,25.6579,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-29,25.6579,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-30,24.722,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-03-31,25.7754,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-01,24.836,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-02,24.836,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-03,24.394,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-04,24.394,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-05,24.394,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-06,24.394,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-07,26.1117,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-08,26.2099,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-09,27.2096,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-10,27.2096,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-11,27.2096,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-12,27.2096,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-13,27.1091,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-14,27.1091,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-15,27.1964,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-16,27.5178,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-17,28.2597,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-18,28.2597,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-19,28.2597,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-20,28.2958,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-21,27.3648,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-22,27.6074,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-23,27.7376,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-24,27.2358,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-25,27.2358,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-26,27.2358,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-27,27.4545,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-28,27.5841,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-29,28.1232,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-04-30,29.0772,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-01,29.0772,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-02,29.0772,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-03,29.0772,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-04,27.499,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-05,27.154,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-06,27.1651,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-07,26.8711,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-08,26.7445,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-09,26.7445,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-10,26.7445,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-11,26.7118,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-12,26.7675,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-13,27.3614,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-14,26.8248,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-15,26.757,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-16,26.757,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-17,26.757,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-18,25.6605,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-19,25.7962,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-20,26.2835,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-21,26.5825,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-22,26.2503,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-23,26.2503,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-24,26.2503,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-25,26.2503,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-26,26.2028,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-27,26.8846,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-28,27.3793,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-29,27.8111,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-30,27.8111,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-05-31,27.8111,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-01,28.6179,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-02,28.8451,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-03,29.0246,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-04,29.0746,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-05,29.8914,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-06,29.8914,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-07,29.8914,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-08,30.1996,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-09,29.7598,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-10,29.7963,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-11,29.0615,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-12,29.2344,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-13,29.2344,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-14,29.2344,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-15,28.7242,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-16,28.7353,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-17,28.7239,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-18,29.3334,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-19,29.8342,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-20,29.8342,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-21,29.8342,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-22,30.2699,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-23,30.7012,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-24,30.127,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-25,30.1346,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-26,30.3769,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-27,30.3769,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-28,30.3769,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-29,29.8369,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-06-30,29.7608,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-01,30.1676,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-02,30.4217,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-03,30.6066,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-04,30.6066,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-05,30.6066,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-06,31.0298,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-07,31.0631,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-08,30.9103,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-09,31.1314,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-10,30.9371,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-11,30.9371,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-12,30.9371,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-13,31.0347,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-14,30.5009,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-15,30.3927,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-16,30.7245,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-17,31.2684,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-18,31.2684,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-19,31.2684,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-20,31.5268,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-21,31.9174,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-22,31.9028,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-23,32.2036,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-24,31.9681,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-25,31.9681,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-26,31.9681,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-27,31.6541,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-28,31.8804,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-29,31.7587,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-30,31.3484,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-07-31,31.3942,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-01,31.3942,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-02,31.3942,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-03,31.1644,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-04,31.5038,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-05,31.6211,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-06,31.8681,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-07,31.9881,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-08,31.9881,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-09,31.9881,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-10,32.4045,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-11,32.6573,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-12,32.8053,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-13,33.1484,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-14,32.7296,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-15,32.7296,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-16,32.7296,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-17,32.8813,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-18,33.2615,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-19,33.4298,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-20,33.4968,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-21,33.7538,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-22,33.7538,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-23,33.7538,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-24,33.9332,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-25,34.0593,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-26,34.2236,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-27,34.3118,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-28,34.6885,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-29,34.6885,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-30,34.6885,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-08-31,33.6171,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-09-01,33.8474,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2020-09-02,34.0984,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
